yyyy-mm-dd hh:mm:ss,DELTA_ENERGY,GRID_ENERGY,CHARGE_LEVEL
2020-06-03 14:45:00,481.1700000000001,0.0,15000.0
2020-06-03 15:00:00,455.78999999999996,0.0,15000.0
2020-06-03 15:15:00,462.35999999999996,0.0,15000.0
2020-06-03 15:30:00,416.58,0.0,15000.0
2020-06-03 15:45:00,438.78,0.0,15000.0
2020-06-03 16:00:00,382.7099999999999,0.0,15000.0
2020-06-03 16:15:00,388.89,0.0,15000.0
2020-06-03 16:30:00,346.37999999999994,0.0,15000.0
2020-06-03 16:45:00,331.1399999999999,0.0,15000.0
2020-06-03 17:00:00,230.7299999999999,0.0,15000.0
2020-06-03 17:15:00,219.57,0.0,15000.0
2020-06-03 17:30:00,241.38000000000005,0.0,15000.0
2020-06-03 17:45:00,194.99999999999994,0.0,15000.0
2020-06-03 18:00:00,94.16999999999996,0.0,15000.0
2020-06-03 18:15:00,-41.22,0.0,14958.78
2020-06-03 18:30:00,-121.22999999999999,0.0,14837.550000000001
2020-06-03 18:45:00,-69.63000000000002,0.0,14767.920000000002
2020-06-03 19:00:00,-45.870000000000005,0.0,14722.050000000001
2020-06-03 19:15:00,-96.75000000000003,0.0,14625.300000000001
2020-06-03 19:30:00,-120.18,0.0,14505.12
2020-06-03 19:45:00,-104.07,0.0,14401.050000000001
2020-06-03 20:00:00,-99.18000000000002,0.0,14301.87
2020-06-03 20:15:00,-85.47000000000001,0.0,14216.400000000001
2020-06-03 20:30:00,-68.61,0.0,14147.79
2020-06-03 20:45:00,-52.739999999999995,0.0,14095.050000000001
2020-06-03 21:00:00,-69.57,0.0,14025.480000000001
2020-06-03 21:15:00,-77.7,0.0,13947.78
2020-06-03 21:30:00,-48.300000000000004,0.0,13899.480000000001
2020-06-03 21:45:00,-66.15,0.0,13833.330000000002
2020-06-03 22:00:00,-60.900000000000006,0.0,13772.430000000002
2020-06-03 22:15:00,-59.85,0.0,13712.580000000002
2020-06-03 22:30:00,-70.35000000000001,0.0,13642.230000000001
2020-06-03 22:45:00,-64.05,0.0,13578.180000000002
2020-06-03 23:00:00,-92.4,0.0,13485.780000000002
2020-06-03 23:15:00,-80.85000000000001,0.0,13404.930000000002
2020-06-03 23:30:00,-64.05,0.0,13340.880000000003
2020-06-03 23:45:00,-88.2,0.0,13252.680000000002
2020-06-04 00:00:00,-74.55,0.0,13178.130000000003
2020-06-04 00:15:00,-56.7,0.0,13121.430000000002
2020-06-04 00:30:00,-39.9,0.0,13081.530000000002
2020-06-04 00:45:00,-44.1,0.0,13037.430000000002
2020-06-04 01:00:00,-56.7,0.0,12980.730000000001
2020-06-04 01:15:00,-31.5,0.0,12949.230000000001
2020-06-04 01:30:00,-42.0,0.0,12907.230000000001
2020-06-04 01:45:00,-25.200000000000003,0.0,12882.03
2020-06-04 02:00:00,-36.75,0.0,12845.28
2020-06-04 02:15:00,-36.75,0.0,12808.53
2020-06-04 02:30:00,-33.6,0.0,12774.93
2020-06-04 02:45:00,-32.550000000000004,0.0,12742.380000000001
2020-06-04 03:00:00,-30.450000000000003,0.0,12711.93
2020-06-04 03:15:00,-42.0,0.0,12669.93
2020-06-04 03:30:00,-33.6,0.0,12636.33
2020-06-04 03:45:00,-49.35,0.0,12586.98
2020-06-04 04:00:00,-42.0,0.0,12544.98
2020-06-04 04:15:00,-47.25,0.0,12497.73
2020-06-04 04:30:00,-81.54,0.0,12416.189999999999
2020-06-04 04:45:00,-62.61000000000001,0.0,12353.579999999998
2020-06-04 05:00:00,-18.3,0.0,12335.279999999999
2020-06-04 05:15:00,-14.280000000000008,0.0,12320.999999999998
2020-06-04 05:30:00,-28.08,0.0,12292.919999999998
2020-06-04 05:45:00,-67.95000000000002,0.0,12224.969999999998
2020-06-04 06:00:00,-53.88,0.0,12171.089999999998
2020-06-04 06:15:00,-52.260000000000005,0.0,12118.829999999998
2020-06-04 06:30:00,-34.59,0.0,12084.239999999998
2020-06-04 06:45:00,53.309999999999974,0.0,12137.549999999997
2020-06-04 07:00:00,19.769999999999982,0.0,12157.319999999998
2020-06-04 07:15:00,-81.14999999999999,0.0,12076.169999999998
2020-06-04 07:30:00,-2.250000000000057,0.0,12073.919999999998
2020-06-04 07:45:00,123.17999999999998,0.0,12197.099999999999
